-6.870014	112.450032	7.6520
-6.870016	112.450033	7.5933
-6.870016	112.450032	7.5367
-6.870015	112.450031	7.3717
-6.870014	112.450032	7.5317
-6.870015	112.450032	7.7483
-6.870017	112.450032	7.5317
-6.870016	112.450033	7.4250
-6.870015	112.450032	7.4133
-6.870015	112.450031	7.4933
-6.870016	112.450032	7.6450
-6.870016	112.450032	7.5700
-6.870017	112.450032	7.4900
-6.870017	112.450031	7.5400
-6.870016	112.450031	7.4900
-6.870016	112.450031	7.4283
-6.870016	112.450031	7.5533
-6.870017	112.450031	7.6533
-6.870018	112.450031	7.6383
-6.870018	112.450030	7.3133
-6.870017	112.450030	7.4183
-6.870017	112.450029	7.6467
-6.870017	112.450030	7.5683
-6.870018	112.450031	7.5183
-6.870019	112.450031	7.6250
-6.870019	112.450031	7.4833
-6.870017	112.450030	7.3367
-6.870016	112.450030	7.4850
-6.870018	112.450030	7.7083
-6.870019	112.450030	7.6667
-6.870019	112.450031	7.4067
-6.870018	112.450031	7.4267
-6.870018	112.450030	7.4600
-6.870018	112.450029	7.4767
-6.870018	112.450030	7.5767
-6.870019	112.450030	7.6167
-6.870020	112.450030	7.6250
-6.870018	112.450031	7.4000
-6.870017	112.450030	7.3583
-6.870018	112.450028	7.6067
-6.870019	112.450029	7.6533
-6.870019	112.450031	7.4567
-6.870019	112.450030	7.4417
-6.870018	112.450029	7.4600
-6.870018	112.450029	7.4850
-6.870019	112.450028	7.5617
-6.870019	112.450029	7.5933
-6.870018	112.450030	7.4150
-6.870018	112.450029	7.4467
-6.870018	112.450029	7.6450
-6.870018	112.450029	7.5083
-6.870018	112.450028	7.4117
-6.870018	112.450028	7.5833
-6.870018	112.450029	7.6033
-6.870018	112.450029	7.5183
-6.870018	112.450028	7.4200
-6.870018	112.450028	7.5367
-6.870018	112.450028	7.5483
-6.870018	112.450028	7.4467
-6.870018	112.450028	7.4950
-6.870018	112.450029	7.6067
-6.870019	112.450028	7.5517
-6.870019	112.450027	7.4717
-6.870017	112.450028	7.4017
-6.870018	112.450028	7.5817
-6.870019	112.450027	7.6000
-6.870018	112.450028	7.4267
-6.870019	112.450028	7.5967
-6.870020	112.450027	7.6100
-6.870019	112.450028	7.3767
-6.870019	112.450028	7.5183
-6.870019	112.450026	7.5900
-6.870019	112.450027	7.4817
-6.870020	112.450027	7.6533
-6.870021	112.450027	7.5150
-6.870020	112.450026	7.3633
-6.870019	112.450025	7.5733
-6.870019	112.450025	7.6250
-6.870020	112.450026	7.6450
-6.870021	112.450025	7.4767
-6.870020	112.450025	7.4000
-6.870020	112.450025	7.6433
-6.870020	112.450025	7.5533
-6.870020	112.450025	7.4083
-6.870020	112.450025	7.6067
-6.870020	112.450024	7.4350
-6.870020	112.450025	7.4667
-6.870022	112.450026	7.7883
-6.870023	112.450025	7.5467
-6.870022	112.450024	7.2817
-6.870020	112.450024	7.4933
-6.870021	112.450024	7.6017
-6.870022	112.450025	7.6933
-6.870023	112.450025	7.6433
-6.870023	112.450025	7.4233
-6.870021	112.450023	7.3100
-6.870020	112.450024	7.4967
-6.870021	112.450025	7.7733
-6.870023	112.450024	7.7117
-6.870023	112.450025	7.3817
-6.870022	112.450025	7.3786
-6.870022	112.450023	7.5480
-6.870022	112.450024	7.6167
-6.870022	112.450025	7.5133
-6.870022	112.450023	7.4400
-6.870022	112.450023	7.5733
-6.870023	112.450024	7.6750
-6.870023	112.450024	7.4733
-6.870022	112.450024	7.3767
-6.870021	112.450024	7.4850
-6.870021	112.450023	7.5733
-6.870023	112.450023	7.7167
-6.870023	112.450025	7.5533
-6.870023	112.450025	7.3900
-6.870022	112.450024	7.4050
-6.870021	112.450023	7.4467
-6.870022	112.450024	7.6600
-6.870023	112.450024	7.6617
-6.870023	112.450025	7.4650
-6.870022	112.450025	7.4850
-6.870022	112.450024	7.4750
-6.870021	112.450023	7.4733
-6.870021	112.450024	7.6283
-6.870022	112.450024	7.6450
-6.870022	112.450023	7.4833
-6.870022	112.450023	7.4700
-6.870021	112.450023	7.4600
-6.870021	112.450022	7.5083
-6.870022	112.450023	7.6533
-6.870022	112.450024	7.5467
-6.870021	112.450023	7.3717
-6.870020	112.450022	7.3750
-6.870020	112.450022	7.5833
-6.870021	112.450023	7.6650
-6.870022	112.450023	7.5483
-6.870021	112.450023	7.4317
-6.870019	112.450022	7.2950
-6.870018	112.450022	7.4550
-6.870019	112.450023	7.6983
-6.870020	112.450025	7.6150
-6.870020	112.450025	7.5000
-6.870019	112.450025	7.3900
-6.870017	112.450026	7.2917
